日期,中国宝安000009.SZ,南玻A000012.SZ,深科技000021.SZ,深圳能源000027.SZ,大悦城000031.SZ,中集集团000039.SZ,深天马A000050.SZ,中金岭南000060.SZ,深圳华强000062.SZ,深圳机场000089.SZ,川能动力000155.SZ,华数传媒000156.SZ,许继电气000400.SZ,冀东水泥000401.SZ,金融街000402.SZ,渤海租赁000415.SZ,丽珠集团000513.SZ,中兵红箭000519.SZ,广宇发展000537.SZ,*ST中天000540.SZ,航天发展000547.SZ,安道麦A000553.SZ,万向钱潮000559.SZ,陕国投A000563.SZ,威孚高科000581.SZ,太阳能000591.SZ,兴蓉环境000598.SZ,吉林敖东000623.SZ,钒钛股份000629.SZ,铜陵有色000630.SZ,风华高科000636.SZ,金科股份000656.SZ,远兴能源000683.SZ,恒逸石化000703.SZ,河钢股份000709.SZ,国元证券000728.SZ,燕京啤酒000729.SZ,航发控制000738.SZ,普洛药业000739.SZ,国海证券000750.SZ,新兴铸管000778.SZ,长江证券000783.SZ,居然之家000785.SZ,云铝股份000807.SZ,太钢不锈000825.SZ,鲁西化工000830.SZ,中国稀土000831.SZ,张裕A000869.SZ,云南铜业000878.SZ,湖北能源000883.SZ,中鼎股份000887.SZ,鞍钢股份000898.SZ,中粮科技000930.SZ,华菱钢铁000932.SZ,冀中能源000937.SZ,首钢股份000959.SZ,锡业股份000960.SZ,中南建设000961.SZ,盈峰环境000967.SZ,中科三环000970.SZ,银泰黄金000975.SZ,越秀资本000987.SZ,华工科技000988.SZ,诚志股份000990.SZ,新大陆000997.SZ,隆平高科000998.SZ,华润三九000999.SZ,大中矿业001203.SZ,招商港口001872.SZ,招商积余001914.SZ,鸿达兴业002002.SZ,传化智联002010.SZ,亿帆医药002019.SZ,航天电器002025.SZ,思源电气002028.SZ,达安基因002030.SZ,宁波华翔002048.SZ,横店东磁002056.SZ,东华软件002065.SZ,太阳纸业002078.SZ,中材科技002080.SZ,金螳螂002081.SZ,中泰化学002092.SZ,三钢闽光002110.SZ,天邦食品002124.SZ,南极电商002127.SZ,电投能源002128.SZ,利欧股份002131.SZ,顺络电子002138.SZ,荣盛发展002146.SZ,广电运通002152.SZ,石基信息002153.SZ,湖南黄金002155.SZ,通富微电002156.SZ,怡亚通002183.SZ,华天科技002185.SZ,劲嘉股份002191.SZ,融捷股份002192.SZ,二三四五002195.SZ,海亮股份002203.SZ,天融信002212.SZ,东华能源002221.SZ,鱼跃医疗002223.SZ,九阳股份002242.SZ,滨江集团002244.SZ,大洋电机002249.SZ,联化科技002250.SZ,浙富控股002266.SZ,电科网安002268.SZ,水晶光电002273.SZ,光迅科技002281.SZ,信立泰002294.SZ,圣农发展002299.SZ,永太科技002326.SZ,格林美002340.SZ,杰瑞股份002353.SZ,太极股份002368.SZ,伟星新材002372.SZ,千方科技002373.SZ,东山精密002384.SZ,大北农002385.SZ,星网锐捷002396.SZ,海普瑞002399.SZ,多氟多002407.SZ,齐翔腾达002408.SZ,雅克科技002409.SZ,爱施德002416.SZ,科伦药业002422.SZ,中粮资本002423.SZ,兆驰股份002429.SZ,杭氧股份002430.SZ,万里扬002434.SZ,启明星辰002439.SZ,巨星科技002444.SZ,海格通信002465.SZ,申通快递002468.SZ,雅化集团002497.SZ,山西证券002500.SZ,鹏都农牧002505.SZ,协鑫集成002506.SZ,涪陵榨菜002507.SZ,老板电器002508.SZ,中顺洁柔002511.SZ,天顺风能002531.SZ,天山铝业002532.SZ,洽洽食品002557.SZ,森马服饰002563.SZ,百润股份002568.SZ,索菲亚002572.SZ,豪迈科技002595.SZ,以岭药业002603.SZ,完美世界002624.SZ,光启技术002625.SZ,海思科002653.SZ,国盛金控002670.SZ,西部证券002673.SZ,广东宏大002683.SZ,美亚光电002690.SZ,奥瑞金002701.SZ,新宝股份002705.SZ,中矿资源002738.SZ,万达电影002739.SZ,木林森002745.SZ,第一创业002797.SZ,裕同科技002831.SZ,科达利002850.SZ,周大生002867.SZ,大博医疗002901.SZ,盈趣科技002925.SZ,华西证券002926.SZ,郑州银行002936.SZ,长城证券002939.SZ,华林证券002945.SZ,青岛银行002948.SZ,青农商行002958.SZ,苏州银行002966.SZ,北摩高科002985.SZ,南网能源003035.SZ,特锐德300001.SZ,乐普医疗300003.SZ,安科生物300009.SZ,华测检测300012.SZ,网宿科技300017.SZ,机器人300024.SZ,红日药业300026.SZ,新宙邦300037.SZ,蓝色光标300058.SZ,碧水源300070.SZ,海新能科300072.SZ,当升科技300073.SZ,长信科技300088.SZ,长盈精密300115.SZ,信维通信300136.SZ,宋城演艺300144.SZ,汤臣倍健300146.SZ,万达信息300168.SZ,捷成股份300182.SZ,易华录300212.SZ,迪安诊断300244.SZ,光线传媒300251.SZ,卫宁健康300253.SZ,开山股份300257.SZ,国瓷材料300285.SZ,利亚德300296.SZ,中际旭创300308.SZ,我武生物300357.SZ,博腾股份300363.SZ,扬杰科技300373.SZ,易事特300376.SZ,光环新网300383.SZ,天华新能300390.SZ,昆仑万维300418.SZ,迈克生物300463.SZ,景嘉微300474.SZ,万孚生物300482.SZ,贝达药业300558.SZ,星源材质300568.SZ,长川科技300604.SZ,寒锐钴业300618.SZ,普利制药300630.SZ,华大基因300676.SZ,英科医疗300677.SZ,朗新科技300682.SZ,光威复材300699.SZ,捷佳伟创300724.SZ,华宝股份300741.SZ,帝尔激光300776.SZ,新产业300832.SZ,新强联300850.SZ,美畅股份300861.SZ,安克创新300866.SZ,康泰医学300869.SZ,稳健医疗300888.SZ,怡合达301029.SZ,东风汽车600006.SH,首创环保600008.SH,上海电力600021.SH,山东钢铁600022.SH,中远海能600026.SH,华电国际600027.SH,浙江新能600032.SH,中直股份600038.SH,中国医药600056.SH,海信视像600060.SH,华润双鹤600062.SH,南京高科600064.SH,宇通客车600066.SH,人福医药600079.SH,湘财股份600095.SH,云天化600096.SH,国金证券600109.SH,中国卫星600118.SH,杭钢股份600126.SH,国网信通600131.SH,兴发集团600141.SH,金发科技600143.SH,建发股份600153.SH,华创云信600155.SH,永泰能源600157.SH,巨化股份600160.SH,天坛生物600161.SH,福田汽车600166.SH,联美控股600167.SH,上海建工600170.SH,上海贝岭600171.SH,雅戈尔600177.SH,中牧股份600195.SH,生物股份600201.SH,新湖中宝600208.SH,浙江医药600216.SH,首旅酒店600258.SH,广晟有色600259.SH,航天信息600271.SH,南钢股份600282.SH,广汇汽车600297.SH,安琪酵母600298.SH,安迪苏600299.SH,酒钢宏兴600307.SH,上海家化600315.SH,洪都航空600316.SH,华发股份600325.SH,达仁堂600329.SH,中油工程600339.SH,华阳股份600348.SH,山东高速600350.SH,浙江龙盛600352.SH,西南证券600369.SH,中航电子600372.SH,中文传媒600373.SH,首开股份600376.SH,宁沪高速600377.SH,昊华科技600378.SH,健康元600380.SH,五矿资本600390.SH,盛和资源600392.SH,海澜之家600398.SH,抚顺特钢600399.SH,三友化工600409.SH,小商品城600415.SH,江淮汽车600418.SH,北方导航600435.SH,中国动力600482.SH,扬农化工600486.SH,亨通光电600487.SH,中金黄金600489.SH,驰宏锌锗600497.SH,烽火通信600498.SH,科达制造600499.SH,中化国际600500.SH,方大特钢600507.SH,国药股份600511.SH,方大炭素600516.SH,国网英大600517.SH,华海药业600521.SH,中铁工业600528.SH,山东药玻600529.SH,天士力600535.SH,中国软件600536.SH,山煤国际600546.SH,厦门钨业600549.SH,天下秀600556.SH,法拉电子600563.SH,济川药业600566.SH,山鹰国际600567.SH,卧龙电驱600580.SH,天地科技600582.SH,光明乳业600597.SH,北大荒600598.SH,华谊集团600623.SH,东方明珠600637.SH,申能股份600642.SH,外高桥600648.SH,豫园股份600655.SH,陆家嘴600663.SH,太极实业600667.SH,东阳光600673.SH,均胜电子600699.SH,物产中大600704.SH,中航产融600705.SH,彩虹股份600707.SH,东软集团600718.SH,佳都科技600728.SH,中粮糖业600737.SH,辽宁成大600739.SH,厦门国贸600755.SH,中国海防600764.SH,中航重机600765.SH,新钢股份600782.SH,中储股份600787.SH,华新水泥600801.SH,马钢股份600808.SH,隧道股份600820.SH,百联股份600827.SH,四川长虹600839.SH,上海临港600848.SH,王府井600859.SH,中航高科600862.SH,内蒙华电600863.SH,通化东宝600867.SH,石化油服600871.SH,梅花生物600873.SH,航天电子600879.SH,宏发股份600885.SH,张江高科600895.SH,江苏金租600901.SH,财达证券600906.SH,华安证券600909.SH,重庆燃气600917.SH,永安期货600927.SH,西安银行600928.SH,新天绿能600956.SH,江苏有线600959.SH,内蒙一机600967.SH,海油发展600968.SH,中材国际600970.SH,淮北矿业600985.SH,赤峰黄金600988.SH,九州通600998.SH,唐山港601000.SH,重庆钢铁601005.SH,节能风电601016.SH,赛轮轮胎601058.SH,渝农商行601077.SH,中南传媒601098.SH,中国一重601106.SH,财通证券601108.SH,海南橡胶601118.SH,常熟银行601128.SH,深圳燃气601139.SH,东航物流601156.SH,重庆水务601158.SH,天风证券601162.SH,西部矿业601168.SH,中国西电601179.SH,厦门银行601187.SH,东兴证券601198.SH,广州港601228.SH,环旭电子601231.SH,桐昆股份601233.SH,青岛港601298.SH,广深铁路601333.SH,国联证券601456.SH,东吴证券601555.SH,北元集团601568.SH,长沙银行601577.SH,中国外运601598.SH,上海医药601607.SH,中信重工601608.SH,中国核建601611.SH,旗滨集团601636.SH,齐鲁银行601665.SH,平煤股份601666.SH,中银证券601696.SH,潞安环能601699.SH,郑煤机601717.SH,际华集团601718.SH,晶科科技601778.SH,美凯龙601828.SH,中远海发601866.SH,长飞光纤601869.SH,招商轮船601872.SH,辽港股份601880.SH,凤凰传媒601928.SH,金钼股份601958.SH,海南矿业601969.SH,南京证券601990.SH,大唐发电601991.SH,金隅集团601992.SH,贵阳银行601997.SH,人民网603000.SH,胜华新材603026.SH,德邦股份603056.SH,和邦生物603077.SH,昭衍新药603127.SH,养元饮品603156.SH,汇顶科技603160.SH,日月股份603218.SH,新凤鸣603225.SH,景旺电子603228.SH,大参林603233.SH,鸿远电子603267.SH,天味食品603317.SH,安井食品603345.SH,莱克电气603355.SH,三美股份603379.SH,吉比特603444.SH,九洲药业603456.SH,绝味食品603517.SH,伟明环保603568.SH,口子窖603589.SH,伯特利603596.SH,珀莱雅603605.SH,东方电缆603606.SH,国联股份603613.SH,艾迪精密603638.SH,彤程新材603650.SH,安图生物603658.SH,石英股份603688.SH,健友股份603707.SH,七一二603712.SH,良品铺子603719.SH,三棵树603737.SH,科博达603786.SH,顾家家居603816.SH,步长制药603858.SH,桃李面包603866.SH,飞科电器603868.SH,老百姓603883.SH,吉祥航空603885.SH,瑞芯微603893.SH,中科软603927.SH,益丰药房603939.SH,立昂微605358.SH,睿创微纳688002.SH,杭可科技688006.SH,中国通号688009.SH,南微医学688029.SH,派能科技688063.SH,虹软科技688088.SH,晶晨股份688099.SH,天奈科技688116.SH,西部超导688122.SH,康希诺688185.SH,柏楚电子688188.SH,道通科技688208.SH,寒武纪-U688256.SH,圣湘生物688289.SH,奕瑞科技688301.SH,复旦微电688385.SH,固德威688390.SH,芯原股份688521.SH,和辉光电-U688538.SH,孚能科技688567.SH,纳微科技688690.SH,珠海冠宇688772.SH,中控技术688777.SH,长远锂科688779.SH,天能股份688819.SH,九号公司-WD689009.SH
2020-01-02,7.5929,0.5988,5.7471,0.3221,0.8357,0.4073,3.0080,1.1628,2.9494,1.1259,0.2309,2.0115,6.3138,-0.4703,0.3695,0.5263,-0.2374,2.3622,0.5148,0.9009,2.8376,1.4000,1.3035,0.2257,4.4619,0.0000,0.8639,2.7828,0.6849,0.4292,3.9624,1.5625,0.4405,1.5086,1.1628,0.0000,1.9939,1.9893,1.6962,-0.5618,0.7194,0.5602,-0.1004,1.9455,1.4670,3.1399,1.3117,0.3136,1.0249,0.7194,0.6630,0.2985,1.3636,1.0460,0.5464,0.5666,1.0536,0.0000,0.8104,2.6047,0.1470,0.6205,2.7600,-0.8097,1.8262,9.9932,-0.6629,N/A,-0.1166,-3.5978,1.6827,1.5759,-2.8308,0.9409,1.3072,-0.7826,1.6171,3.1707,2.0349,7.0122,2.3387,4.0816,0.8837,0.6410,5.8964,9.9908,0.1155,1.6835,3.4632,0.0000,0.4162,1.8718,0.3802,10.0304,2.1378,3.3467,2.2787,0.4773,3.0960,0.6829,2.1042,1.9330,0.0000,-0.6359,-0.8130,1.5544,-0.4086,0.9709,1.5510,3.1559,1.7461,1.2538,1.9103,5.0505,0.2053,0.1082,3.5457,0.7593,2.1619,10.0216,10.0402,-0.2250,-0.1538,0.8391,1.3986,7.8879,3.1537,2.7671,0.3090,1.1494,0.0000,0.5274,3.6095,2.4209,1.4774,0.7692,-0.1287,0.2413,1.7143,0.3384,-0.8605,2.1000,3.1596,3.3228,0.8292,-0.7359,2.0263,-1.3323,2.1957,0.9524,-2.5744,9.9909,0.9836,0.7859,-1.3375,0.0000,3.0769,-2.3018,1.1338,7.8836,-1.4235,4.6832,2.0573,0.2415,4.8964,-0.9670,1.9433,-1.5739,3.4130,-0.4541,0.8602,-0.0722,0.6024,0.5051,0.0000,1.5717,N/A,N/A,4.1327,0.3325,0.3976,0.0671,3.2529,2.2143,0.0000,1.1007,6.9027,3.9474,1.1076,2.7473,8.3739,4.4407,2.7104,4.2058,-0.9822,2.1387,4.8711,2.8708,2.2594,3.4746,1.0681,0.3676,4.5077,2.7379,2.4928,-0.7701,0.6289,2.9070,1.3100,1.9432,2.5518,5.9701,0.4449,3.1581,2.9554,0.4718,3.4757,2.9807,0.7889,-0.5826,-0.2911,4.0989,2.2095,3.5165,5.2520,1.4249,0.9951,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5284,1.2158,0.6211,0.6993,8.6207,0.8174,N/A,0.2096,0.8429,5.1613,0.3065,1.5385,1.1930,0.5922,9.9796,1.3208,1.0753,0.8891,0.4090,2.9263,0.1946,2.8846,0.7786,-0.9266,2.0979,0.6868,-0.2863,0.4785,-0.8359,1.1299,2.9206,3.0129,3.4632,3.7927,2.9101,0.2996,-0.7763,1.9269,0.0863,0.2899,3.3742,-0.8151,1.1754,0.9709,0.0970,1.2279,0.2554,0.2165,1.1799,0.1808,0.2037,2.1424,-0.3854,1.8961,1.9838,3.3877,1.0695,-2.6929,1.2560,-0.4843,1.1025,3.7760,2.7273,1.5823,3.6176,0.9960,1.0817,0.7500,-0.2623,1.3530,0.3538,1.1416,0.6922,1.1547,1.8868,0.7952,4.5804,0.4934,-0.6068,1.1587,-1.9130,1.4834,0.8431,2.4271,1.7192,1.0736,5.0247,0.6471,0.7444,0.7958,0.8319,1.5674,0.7092,2.2587,2.1053,6.9444,0.1721,1.2090,1.6582,0.8142,3.3292,-2.8320,1.1173,1.1429,1.6495,3.8095,1.4978,3.1983,0.5910,9.9803,0.9537,3.6543,0.9775,1.1696,1.3436,1.8918,0.6515,1.9868,0.4454,0.3436,0.2444,0.8578,2.9946,1.4545,1.8972,0.8850,1.1236,1.1706,-0.7547,0.2613,0.3165,N/A,-0.4110,1.1019,N/A,-0.7722,N/A,1.0050,1.5052,1.3652,0.2869,0.8008,1.3917,-1.2014,0.7692,0.0000,1.2448,2.2371,1.0448,0.6700,4.1237,-0.8818,1.4228,0.2195,0.3831,N/A,0.3571,-1.0870,3.4743,0.8242,N/A,-0.4566,1.5666,5.6682,0.4003,1.1645,0.9804,N/A,-0.2002,N/A,0.3308,1.4085,0.7077,9.9462,1.1220,-0.3643,N/A,0.0000,N/A,0.0000,0.7728,1.2270,N/A,0.0000,1.5444,1.8165,-3.9952,0.9852,1.0512,0.7491,1.0363,1.9365,1.2245,1.6086,0.4184,3.0824,1.7990,1.7102,1.3514,0.9516,1.1368,4.9443,5.1035,0.1619,0.5933,1.2440,0.7211,1.5145,-0.6565,1.4787,0.9103,4.9750,-1.3630,-3.4015,4.0976,0.0728,4.0000,1.4196,3.6430,2.4845,-0.7223,0.9185,-1.0168,10.0000,4.4359,4.0116,N/A,6.8196,0.3643,2.4929,0.6305,1.3195,1.4066,2.6841,1.1333,N/A,2.4770,-1.3111,N/A,2.3103,2.6680,1.8786,0.9278,N/A,5.9894,4.6490,1.5147,0.1188,N/A,0.8650,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-01-03,-3.9039,-0.7937,10.0155,0.4815,0.1381,-0.7099,-0.1192,0.0000,4.9795,0.2024,0.0000,-1.4085,-1.3974,-0.4135,-0.2454,-0.5236,0.5354,5.6410,-1.2804,-0.2976,3.2350,1.3807,-0.5515,0.4505,-0.6030,-0.5464,0.2141,0.7063,0.0000,-0.8547,10.0129,-1.2821,2.6316,-1.2739,-0.3831,-0.3236,-0.3008,1.4254,-1.3647,-0.9416,-0.9524,-0.9749,-0.6030,-0.9542,-0.7229,0.7380,-0.1523,-0.7642,0.5072,-0.9524,3.7322,-1.1905,2.9895,-0.8282,0.0000,-0.2817,0.7583,-1.8957,0.1608,1.4506,3.9618,-1.0277,0.2398,-0.4082,4.6382,10.0124,-0.4131,N/A,0.4667,-4.6012,0.0000,-0.7052,-1.5199,1.0813,-0.2151,-1.3146,-0.5092,-1.8913,1.1396,-1.2346,-0.1576,1.1983,3.7956,-1.5924,-1.8811,0.8333,-0.6920,0.3311,6.0669,-1.0173,0.9326,-1.3843,3.0303,4.1436,1.3953,-1.6839,0.3428,-1.2272,0.3003,-0.0969,-0.7213,2.2756,0.0492,-0.6000,-1.6393,0.2551,-1.2309,1.2019,-0.6873,-0.4199,0.4950,0.0000,0.6520,-0.9615,0.2049,1.6216,-0.9181,1.3564,0.3798,5.6144,10.0365,1.2401,0.1027,-1.1346,0.0000,0.2797,0.3822,0.0829,-0.1027,3.1250,-0.4458,0.9444,1.1708,0.2727,1.8198,0.4580,1.1598,-0.1203,1.6854,-1.1804,-1.2453,-0.0869,-1.3783,5.0536,0.1645,0.6228,1.3903,-0.8488,0.6539,-0.1048,-1.0735,2.3069,3.0303,0.3899,2.0734,-0.1020,-1.9043,-3.3508,0.6726,4.1596,0.4813,2.8947,-0.7919,1.0843,0.5386,0.5992,2.2669,-1.3239,3.0583,-0.8212,-0.4264,0.6498,-1.5968,-0.5025,-1.5456,-1.5474,N/A,N/A,0.7267,-1.5065,-0.5281,-1.3405,0.0000,0.3494,0.2849,-2.8851,9.9338,1.5190,5.0078,-0.3922,-1.7969,-0.9688,-0.3862,-1.5523,9.9814,0.5076,2.1858,-0.3198,-1.4141,-2.7027,0.1982,0.6410,-1.2144,-0.5076,-1.0664,0.5935,2.4306,1.4124,0.8621,1.4174,1.8663,1.0141,1.3658,-2.2505,0.0938,1.3483,3.3909,-0.2854,5.7924,-0.9412,0.2920,3.4163,1.8591,-2.3355,6.9458,-0.1916,-2.0837,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.2151,0.6006,-0.1235,0.0000,-4.0404,0.0000,N/A,1.7570,-0.5319,-1.6652,0.0000,-0.9091,-0.1387,4.1943,1.3889,1.8622,0.0000,2.7829,-0.8147,4.3137,4.3689,0.5340,0.5519,0.0000,-0.6849,-0.8186,-0.0359,2.3810,-0.8429,0.0000,0.9870,-0.2786,-0.9205,-1.5440,1.0283,-2.0164,-1.4181,0.5361,2.2855,-0.2890,-0.2967,-0.4931,-0.6256,-0.4808,-0.6458,10.0076,-1.6561,0.0720,2.6239,-0.3610,0.4065,0.8796,0.3868,4.1351,4.8271,-1.5777,-0.5291,-2.0756,0.2863,-0.2433,-0.2181,0.8783,1.7699,-1.2461,3.2419,0.5917,2.8537,1.4888,0.6574,-0.3641,3.4078,0.6772,0.9768,0.0000,-0.5556,-1.1834,0.9811,-0.3273,-1.8315,1.6609,-1.5071,-1.6043,0.7074,-1.3346,6.4789,-0.2276,2.4314,-3.6970,-1.0673,-2.1053,-1.6502,-0.3086,-0.9390,8.5341,0.2946,1.3986,0.3436,0.3413,1.5056,-0.1468,0.3580,-7.5377,-2.0442,-0.1883,-0.6085,-0.9174,0.0868,0.6198,0.8226,3.8209,0.0000,2.4407,1.3553,-1.3487,0.7576,-1.8195,0.3236,0.0000,0.3326,0.0000,0.0000,0.3544,0.6167,-0.7168,2.0946,6.1404,-0.2222,1.3223,0.8190,-1.0423,0.0000,N/A,0.6878,1.3624,N/A,-1.4267,N/A,0.2488,1.2975,3.0303,0.0000,-1.2910,3.1373,0.2146,0.0000,0.0000,0.4098,-1.7505,0.0000,0.9983,-1.3201,2.3132,2.4048,-1.9715,1.6539,N/A,0.0000,-1.5110,1.7518,-0.2725,N/A,-1.0703,-0.5141,-1.3287,-0.0664,-0.5755,0.3236,N/A,-0.7021,N/A,0.0000,-0.4630,-0.1622,-1.4670,0.0000,0.0000,N/A,0.4975,N/A,0.0000,0.4601,0.0000,N/A,-0.4413,-1.1407,-0.6839,0.3783,-0.4878,0.0000,-0.9913,1.8803,-3.4954,0.8065,-0.5277,-0.4167,10.0000,0.0000,0.3540,1.3333,-0.8398,-0.4087,-0.3141,-0.5955,0.8084,-1.6561,-2.4197,2.4961,-1.8649,-2.2704,1.0408,-0.3980,-2.2180,5.6727,-2.9195,3.7270,-2.4568,-1.2821,0.9183,0.1757,0.8640,-1.0913,0.5119,-2.0755,6.7215,2.7701,2.3062,N/A,0.9983,-0.5541,-1.0668,1.7349,-0.8140,0.6805,0.4863,-2.5049,N/A,3.3435,-1.7437,N/A,1.3344,0.7355,-0.1418,-1.7891,N/A,6.1701,1.0619,1.0658,2.1952,N/A,-0.5801,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2020-01-06,10.0000,-0.4000,4.7283,-0.3195,-2.6207,0.3064,1.6110,1.3793,-0.3899,-1.2121,2.0737,2.2857,-0.2657,-1.1269,-1.3530,0.0000,-0.8580,3.2767,-0.6485,-0.2985,0.5530,4.7665,3.6969,0.0000,-1.3145,3.5714,0.4274,-0.5845,0.0000,0.4310,1.4680,-0.9091,1.2821,1.5771,-0.3846,1.5152,-1.3575,0.0740,-2.7671,0.0000,-0.2404,0.2813,-1.3145,2.1195,-0.4854,-2.0147,2.4409,-0.1400,-2.2350,0.9615,5.7143,-0.6024,-0.5806,-1.6701,-0.5435,-0.5650,0.1881,-0.9662,0.4815,4.7364,9.2449,0.2077,4.9761,1.9809,-1.0047,10.0000,-0.0638,N/A,0.8130,1.2326,0.2364,0.0000,5.4019,0.9591,2.0115,0.5329,7.4856,7.4699,-1.5962,-2.6923,2.2889,-1.6146,-0.4219,-1.1866,-1.5337,-3.6364,0.2323,-3.3003,2.5247,-0.6166,3.1828,1.3783,7.9657,3.5013,0.0000,3.9526,0.5124,3.2064,0.2994,0.6790,0.6746,0.9889,-0.3935,-2.0121,0.2083,2.7990,0.8902,0.9501,3.4218,1.7470,0.9852,-0.8915,1.9433,-0.7767,4.7035,5.0266,-2.3040,-0.5948,4.1622,0.2974,9.9502,-1.5312,5.4872,2.6779,1.1034,-0.5578,1.1421,0.0414,-0.4111,3.3058,1.3433,0.6237,4.4313,0.3626,4.3789,0.3040,9.2994,-0.1205,1.6575,-3.9249,-3.6301,-3.5663,-0.8540,-0.8746,0.6568,-1.3263,-1.8609,-0.8171,-2.9234,1.3116,0.3339,-1.5502,-0.1050,-1.6019,-1.6406,-0.6129,-2.2036,-1.1918,1.7817,1.8349,0.4790,6.7519,0.7983,-1.9070,-0.3929,8.3388,0.9572,-1.7773,2.2203,1.0120,0.0000,-0.8608,-5.3414,-0.3367,-1.2559,-1.0806,N/A,N/A,7.2142,-0.4283,0.8626,-0.6793,1.0163,1.8802,0.0000,2.0740,7.8313,1.1222,-0.8942,3.0780,9.0576,3.2065,-0.9046,3.1220,-3.4949,0.8838,5.0802,0.0292,3.8100,2.6936,1.7798,-0.5460,-0.9750,0.3827,-1.6074,-2.3145,-1.8983,1.5599,1.0684,1.4458,0.4580,0.3904,3.0590,-0.0339,-0.2812,-1.7040,3.6510,1.1038,2.8458,-1.7569,-2.2416,7.6708,-0.5518,3.2609,8.5580,0.1599,0.7887,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.6438,-0.5970,0.3708,0.0000,0.0000,-0.5405,N/A,0.4111,-0.4584,-1.1586,-0.2292,1.3252,-0.6944,3.6017,-4.0183,0.9141,-0.6383,0.7220,-0.2053,-3.0075,-1.4884,0.2656,0.7684,-0.6475,1.3793,-0.6878,-2.6212,-0.4651,-1.7002,0.2793,2.6268,0.1397,1.2669,2.1955,-1.0178,-0.3811,-0.5456,1.8804,-0.8010,-1.1594,0.5952,0.0000,0.3597,0.0000,-0.7475,8.8904,-0.6477,-0.0719,4.5455,0.0000,-1.2146,-2.0791,0.1927,3.9047,10.0344,-0.8631,1.7730,-0.3804,-1.5224,-1.4634,2.6230,-1.6169,4.9275,-1.2618,-2.1739,0.7843,5.0867,1.2225,-3.0914,0.6699,6.8182,0.2242,-0.6091,5.2511,2.0484,-1.4970,3.4004,-0.6568,-0.8706,-0.8451,-0.5401,-1.0870,-0.3831,0.7177,10.0529,1.7490,4.9770,6.0296,-0.9129,-0.2688,6.6275,0.6192,-1.1058,4.3478,0.4405,0.0000,-0.3425,-0.5102,1.8541,-0.1471,4.2806,-0.4348,8.1782,0.5660,-0.4082,-0.4630,1.2142,1.4374,-0.3497,-0.9776,1.0796,0.5295,0.1910,-0.9766,0.7519,-2.6097,-0.6452,-0.4870,-0.3315,-0.6849,0.0406,-0.3531,3.1524,-0.7220,-0.7599,2.8926,0.8909,1.4682,2.8431,0.6583,-0.7886,N/A,2.3224,3.7634,N/A,-0.7895,N/A,-0.2481,1.9213,3.2680,-1.0014,1.3078,10.0760,0.4996,-0.3817,-0.5405,0.0000,-1.1136,-0.2954,0.7414,1.0033,-1.6522,0.9785,-0.3352,2.7534,N/A,0.1779,-0.9763,-0.2869,0.8197,N/A,-0.6955,-0.2584,1.9451,1.0638,-0.5789,-0.3226,N/A,-0.8081,N/A,-0.7692,-0.4651,0.0541,3.7221,0.1387,2.3766,N/A,1.2376,N/A,0.2755,0.1527,1.2121,N/A,0.0000,-0.3846,-0.2096,-0.7538,-0.4902,0.7802,0.7509,2.0134,-1.4173,-0.4000,-0.2653,-1.1506,5.6150,3.8149,-0.4409,-0.6579,-0.6222,-1.0260,-1.4920,1.9355,0.6415,2.0300,-1.3754,-0.6230,-2.9287,-1.5950,4.2439,-0.4262,10.0003,1.1012,-0.2984,-0.0404,-1.8097,0.8658,0.9765,-1.3158,1.7643,0.0334,0.5093,0.7814,-1.4499,0.8535,0.3887,N/A,4.0110,5.8598,0.9058,-0.0474,-1.9226,-1.4557,-2.6618,-1.2847,N/A,-1.8627,1.5493,N/A,1.7473,3.8939,-0.4261,-1.9285,N/A,0.6959,0.7005,1.8379,3.0769,N/A,-3.2094,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
